MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932811,0.2390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.5890000,-0.0691506,-0.0743091,-0.2393155
MsgID.LOCAL_VELOCITY,57.5890000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932826,0.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.8390000,0.0951565,-0.0695490,-0.2427380
MsgID.LOCAL_VELOCITY,57.8390000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957534,37.7932824,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.0890000,0.0757540,-0.1716426,-0.2430945
MsgID.LOCAL_VELOCITY,58.0890000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932819,0.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.3390000,0.0204373,-0.0851125,-0.2422235
MsgID.LOCAL_VELOCITY,58.3390000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932820,0.2400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.5890000,0.0289292,0.0370873,-0.2407219
MsgID.LOCAL_VELOCITY,58.5890000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.2380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.8390000,-0.0024512,0.0004346,-0.2380590
MsgID.LOCAL_VELOCITY,58.8390000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957515,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.2320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.0890000,0.0043397,-0.0000724,-0.2327508
MsgID.LOCAL_VELOCITY,59.0890000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932828,0.2220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.3400000,0.1205027,0.0357627,-0.2225529
MsgID.LOCAL_VELOCITY,59.3400000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932819,0.2040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.5900000,0.0215627,-0.0627297,-0.2046413
MsgID.LOCAL_VELOCITY,59.5900000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7932804,0.1760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.8400000,-0.1272293,-0.1400045,-0.1765186
MsgID.LOCAL_VELOCITY,59.8400000,0.0000126,-0.0000087,0.0000235
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932802,0.1450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1100000
MsgID.LOCAL_POSITION,60.0910000,-0.1417747,0.0445732,-0.1450762
MsgID.LOCAL_VELOCITY,60.0910000,0.0005603,-0.0020659,-0.1182958
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932811,0.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-1.5000000
MsgID.LOCAL_POSITION,60.3410000,-0.0435785,0.0837094,-0.2422180
MsgID.LOCAL_VELOCITY,60.3410000,0.0019453,-0.0219320,-1.5064793
MsgID.GLOBAL_POSITION,0.0000000,-122.3957533,37.7932818,0.8390000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-3.5800000
MsgID.LOCAL_POSITION,60.5910000,0.0362177,-0.1282905,-0.8396517
MsgID.LOCAL_VELOCITY,60.5910000,-0.0152688,-0.0008650,-3.5806375
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932810,1.8170000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0200000,-4.4000000
MsgID.LOCAL_POSITION,60.8420000,-0.0513654,-0.0981157,-1.8172323
MsgID.LOCAL_VELOCITY,60.8420000,-0.0290753,0.0272471,-4.4001269
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932811,2.9070000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0300000,-4.0200000
MsgID.LOCAL_POSITION,61.0920000,-0.0480088,0.0328592,-2.9073148
MsgID.LOCAL_VELOCITY,61.0920000,-0.0214126,0.0323171,-4.0244565
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932815,3.5670000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0300000,-1.4000000
MsgID.LOCAL_POSITION,61.3420000,-0.0042884,0.0509475,-3.5670154
MsgID.LOCAL_VELOCITY,61.3420000,-0.0201178,0.0303629,-1.4084322
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932817,3.9280000
MsgID.LOCAL_VELOCITY,0.0000000,0.4600000,0.0100000,-2.3000000
MsgID.LOCAL_POSITION,61.5920000,0.0221637,0.0426070,-3.9285231
MsgID.LOCAL_VELOCITY,61.5920000,0.4623665,0.0194401,-2.3057406
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932851,4.7310000
MsgID.LOCAL_VELOCITY,0.0000000,2.5100000,0.0000000,-3.6000000
MsgID.LOCAL_POSITION,61.8420000,0.3939228,-0.0857705,-4.7318268
MsgID.LOCAL_VELOCITY,61.8420000,2.5165977,0.0060394,-3.6052871
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957532,37.7932907,5.3860000
MsgID.LOCAL_VELOCITY,0.0000000,2.4400000,0.0000000,-1.1300000
MsgID.LOCAL_POSITION,62.0920000,1.0260574,-0.1181287,-5.3862181
MsgID.LOCAL_VELOCITY,62.0920000,2.4447801,0.0056720,-1.1303122
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932961,5.4280000
MsgID.LOCAL_VELOCITY,0.0000000,2.3900000,0.0900000,1.0400000
MsgID.LOCAL_POSITION,62.3420000,1.6192316,0.0031190,-5.4287324
MsgID.LOCAL_VELOCITY,62.3420000,2.3911610,0.0905792,1.0459899
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7933017,5.1020000
MsgID.LOCAL_VELOCITY,0.0000000,2.6200000,0.8400000,1.7200000
MsgID.LOCAL_POSITION,62.5920000,2.2418072,0.1962854,-5.1027961
MsgID.LOCAL_VELOCITY,62.5920000,2.6279802,0.8444740,1.7299986
MsgID.GLOBAL_POSITION,0.0000000,-122.3957469,37.7933084,4.8890000
MsgID.LOCAL_VELOCITY,0.0000000,3.4100000,2.6100000,0.1700000
MsgID.LOCAL_POSITION,62.8420000,2.9836824,0.4487150,-4.8898950
MsgID.LOCAL_VELOCITY,62.8420000,3.4124217,2.6141841,0.1783334
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957365,37.7933161,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,3.9600000,3.8400000,-0.3600000
MsgID.LOCAL_POSITION,63.0920000,3.8438680,1.3694092,-4.9762430
MsgID.LOCAL_VELOCITY,63.0920000,3.9650619,3.8408313,-0.3672323
MsgID.GLOBAL_POSITION,0.0000000,-122.3957239,37.7933255,5.0180000
MsgID.LOCAL_VELOCITY,0.0000000,4.0600000,4.4500000,0.0700000
MsgID.LOCAL_POSITION,63.3420000,4.8863530,2.4919312,-5.0184522
MsgID.LOCAL_VELOCITY,63.3420000,4.0626888,4.4577470,0.0758399
MsgID.GLOBAL_POSITION,0.0000000,-122.3957111,37.7933339,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,2.7900000,4.8800000,0.0400000
MsgID.LOCAL_POSITION,63.5930000,5.8248472,3.6287127,-4.9766965
MsgID.LOCAL_VELOCITY,63.5930000,2.7935772,4.8814993,0.0490532
MsgID.GLOBAL_POSITION,0.0000000,-122.3956968,37.7933384,4.9670000
MsgID.LOCAL_VELOCITY,0.0000000,1.2800000,5.2700000,-0.1300000
MsgID.LOCAL_POSITION,63.8430000,6.3253808,4.9015603,-4.9672928
MsgID.LOCAL_VELOCITY,63.8430000,1.2820350,5.2737985,-0.1396409
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956806,37.7933397,4.9790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0800000,5.5300000,-0.1300000
MsgID.LOCAL_POSITION,64.0930000,6.4619360,6.3386517,-4.9793115
MsgID.LOCAL_VELOCITY,64.0930000,0.0857501,5.5390329,-0.1303226
MsgID.GLOBAL_POSITION,0.0000000,-122.3956641,37.7933377,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8800000,5.0400000,-0.1100000
MsgID.LOCAL_POSITION,64.3430000,6.2415428,7.8022547,-4.9769411
MsgID.LOCAL_VELOCITY,64.3430000,-0.8850399,5.0496893,-0.1152957
MsgID.GLOBAL_POSITION,0.0000000,-122.3956527,37.7933368,4.9750000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2600000,3.5500000,-0.1300000
MsgID.LOCAL_POSITION,64.5930000,6.1471233,8.8184919,-4.9759836
MsgID.LOCAL_VELOCITY,64.5930000,-1.2694143,3.5535820,-0.1366673
MsgID.GLOBAL_POSITION,0.0000000,-122.3956460,37.7933340,4.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5800000,2.1400000,-0.0800000
MsgID.LOCAL_POSITION,64.8430000,5.8292389,9.4119301,-4.9783244
MsgID.LOCAL_VELOCITY,64.8430000,-1.5817325,2.1421926,-0.0841032
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956421,37.7933280,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8700000,0.8100000,-0.0300000
MsgID.LOCAL_POSITION,65.0930000,5.1626649,9.7568302,-4.9812536
MsgID.LOCAL_VELOCITY,65.0930000,-1.8735377,0.8152425,-0.0380217
MsgID.GLOBAL_POSITION,0.0000000,-122.3956423,37.7933234,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-2.0800000,-0.4700000,0.0000000
MsgID.LOCAL_POSITION,65.3430000,4.6506319,9.7383480,-4.9908285
MsgID.LOCAL_VELOCITY,65.3430000,-2.0889781,-0.4712755,-0.0084377
MsgID.GLOBAL_POSITION,0.0000000,-122.3956464,37.7933197,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2400000,-1.6700000,0.0300000
MsgID.LOCAL_POSITION,65.5930000,4.2406626,9.3814764,-4.9975128
MsgID.LOCAL_VELOCITY,65.5930000,-2.2492635,-1.6712592,0.0367472
MsgID.GLOBAL_POSITION,0.0000000,-122.3956525,37.7933147,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-2.3900000,-2.8200000,0.0500000
MsgID.LOCAL_POSITION,65.8440000,3.6929357,8.8382359,-5.0024700
MsgID.LOCAL_VELOCITY,65.8440000,-2.3974080,-2.8226917,0.0585031
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956597,37.7933095,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5100000,-3.8900000,0.1000000
MsgID.LOCAL_POSITION,66.0940000,3.1084538,8.2000017,-5.0017581
MsgID.LOCAL_VELOCITY,66.0940000,-2.5106080,-3.8939333,0.1024634
